sample_id,condition_id,rule,L,rho,live_count,density,block_var,block_entropy,components_t0,components_t1,fine_net_1,iso_count,iso_die,iso_survive,iso_survive_isolated,iso_survive_connected,iso_orth_birth_any,iso_diag_birth_any,iso_local_window_delta_sum,iso_local_window_loss_sum,iso_local_window_gain_sum
13177,HighLife_L128_rho0.25,HighLife,128,0.25,4108,0.250732421875,0.002778470516204834,1.163832378729402,2154,1030,-1124,912,594,318,38,280,720,469,-2051,2078,27
13178,HighLife_L128_rho0.25,HighLife,128,0.25,4183,0.25531005859375,0.0029234252870082855,1.2665115771042301,2147,1040,-1107,880,532,348,45,303,699,461,-1960,2003,43
13179,HighLife_L128_rho0.25,HighLife,128,0.25,4169,0.25445556640625,0.002721961587667465,1.1994602933016414,2141,1075,-1066,904,551,353,50,303,724,487,-1978,2017,39
13180,HighLife_L128_rho0.25,HighLife,128,0.25,3989,0.24346923828125,0.002632405608892441,1.2317858884597817,2107,1034,-1073,916,580,336,51,285,737,447,-2067,2099,32
13181,HighLife_L128_rho0.25,HighLife,128,0.25,4055,0.24749755859375,0.0028080306947231293,1.2403025399975167,2129,1008,-1121,885,557,328,37,291,711,439,-2025,2052,27
13182,HighLife_L128_rho0.25,HighLife,128,0.25,4062,0.2479248046875,0.0029768794775009155,1.2498557264609729,2104,1043,-1061,915,591,324,41,283,741,486,-1992,2026,34
13183,HighLife_L128_rho0.25,HighLife,128,0.25,4057,0.24761962890625,0.002766665071249008,1.2397646894587238,2107,1030,-1077,902,585,317,41,276,709,478,-2034,2061,27
13184,HighLife_L128_rho0.25,HighLife,128,0.25,4093,0.24981689453125,0.0032186172902584076,1.2611002570839256,2111,1017,-1094,863,561,302,41,261,667,449,-1840,1877,37
13185,HighLife_L128_rho0.25,HighLife,128,0.25,4108,0.250732421875,0.0031351447105407715,1.3103306994508308,2099,1030,-1069,846,528,318,39,279,686,461,-1867,1899,32
13186,HighLife_L128_rho0.25,HighLife,128,0.25,4003,0.24432373046875,0.003173079341650009,1.2137709454032666,2131,993,-1138,914,593,321,41,280,749,518,-2007,2039,32
13187,HighLife_L128_rho0.25,HighLife,128,0.25,4059,0.24774169921875,0.0033623240888118744,1.3544502149316213,2092,1073,-1019,892,562,330,41,289,716,481,-2000,2032,32
13188,HighLife_L128_rho0.25,HighLife,128,0.25,4065,0.24810791015625,0.002600904554128647,1.152750170809099,2136,1042,-1094,889,579,310,53,257,682,489,-1935,1967,32
13189,HighLife_L128_rho0.25,HighLife,128,0.25,4024,0.24560546875,0.002904653549194336,1.1958073894451662,2083,1038,-1045,908,588,320,52,268,699,451,-1983,2002,19
13190,HighLife_L128_rho0.25,HighLife,128,0.25,4215,0.25726318359375,0.002942737191915512,1.2829405360730106,2131,1055,-1076,865,517,348,30,318,725,453,-1906,1931,25
13191,HighLife_L128_rho0.25,HighLife,128,0.25,4065,0.24810791015625,0.002616163343191147,1.197250949446846,2164,996,-1168,949,572,377,52,325,772,498,-2154,2188,34
13192,HighLife_L128_rho0.25,HighLife,128,0.25,4110,0.2508544921875,0.002808794379234314,1.2348915030809122,2134,1006,-1128,959,598,361,40,321,784,513,-2233,2264,31
13193,HighLife_L128_rho0.25,HighLife,128,0.25,4109,0.25079345703125,0.002651538699865341,1.2079744447354355,2135,1052,-1083,903,572,331,50,281,720,464,-1952,2007,55
13194,HighLife_L128_rho0.25,HighLife,128,0.25,4094,0.2498779296875,0.0026569217443466187,1.1450552935279452,2150,1027,-1123,887,548,339,45,294,709,452,-1979,2011,32
13195,HighLife_L128_rho0.25,HighLife,128,0.25,4075,0.24871826171875,0.002835538238286972,1.2253715782584065,2122,997,-1125,913,568,345,44,301,742,499,-2064,2101,37
13196,HighLife_L128_rho0.25,HighLife,128,0.25,4094,0.2498779296875,0.002876266837120056,1.2246028391188728,2090,1078,-1012,854,513,341,60,281,648,449,-1735,1769,34
13197,HighLife_L128_rho0.25,HighLife,128,0.25,4126,0.2518310546875,0.0031189769506454468,1.2601502698017468,2094,1089,-1005,839,531,308,55,253,643,455,-1802,1844,42
13198,HighLife_L128_rho0.25,HighLife,128,0.25,4126,0.2518310546875,0.0029263347387313843,1.2448511155813498,2156,1035,-1121,923,563,360,44,316,751,528,-2109,2144,35
13199,HighLife_L128_rho0.25,HighLife,128,0.25,4190,0.2557373046875,0.003119930624961853,1.3382684246769538,2101,1059,-1042,894,536,358,56,302,690,447,-1936,1975,39
13200,HighLife_L128_rho0.25,HighLife,128,0.25,4092,0.249755859375,0.0032081007957458496,1.2258766051472534,2121,1041,-1080,907,545,362,66,296,706,466,-1978,2023,45
13201,HighLife_L128_rho0.25,HighLife,128,0.25,4128,0.251953125,0.0032176971435546875,1.356114476540822,2105,1025,-1080,885,529,356,44,312,720,435,-1994,2029,35
13202,HighLife_L128_rho0.25,HighLife,128,0.25,4131,0.25213623046875,0.002966132014989853,1.2674841950920097,2074,1066,-1008,843,557,286,46,240,666,442,-1681,1707,26
13203,HighLife_L128_rho0.25,HighLife,128,0.25,4008,0.24462890625,0.0028264522552490234,1.175958098294498,2151,1000,-1151,900,562,338,34,304,736,456,-2074,2108,34
13204,HighLife_L128_rho0.25,HighLife,128,0.25,4188,0.255615234375,0.003376901149749756,1.3472397739783517,2155,1102,-1053,886,537,349,51,298,712,464,-1882,1932,50
13205,HighLife_L128_rho0.25,HighLife,128,0.25,4006,0.2445068359375,0.002813681960105896,1.1592334661903967,2145,1028,-1117,921,555,366,49,317,736,509,-2265,2295,30
13206,HighLife_L128_rho0.25,HighLife,128,0.25,4095,0.24993896484375,0.003251072019338608,1.313282994573647,2132,1029,-1103,912,564,348,40,308,744,476,-2003,2044,41
13207,HighLife_L128_rho0.25,HighLife,128,0.25,4022,0.2454833984375,0.0027910321950912476,1.2367420872310653,2086,1011,-1075,871,578,293,37,256,695,424,-1878,1915,37
13208,HighLife_L128_rho0.25,HighLife,128,0.25,4179,0.25506591796875,0.003061380237340927,1.2404446112360914,2061,1097,-964,839,512,327,59,268,651,425,-1649,1687,38
13209,HighLife_L128_rho0.25,HighLife,128,0.25,4219,0.25750732421875,0.003705885261297226,1.3473160942487032,2087,1071,-1016,865,525,340,35,305,702,456,-1913,1935,22
13210,HighLife_L128_rho0.25,HighLife,128,0.25,4162,0.2540283203125,0.002924904227256775,1.2166078299497014,2133,1039,-1094,863,527,336,51,285,697,452,-1904,1943,39
13211,HighLife_L128_rho0.25,HighLife,128,0.25,4081,0.24908447265625,0.0036202631890773773,1.411530462337786,2034,1023,-1011,821,505,316,55,261,647,420,-1747,1791,44
13212,HighLife_L128_rho0.25,HighLife,128,0.25,4112,0.2509765625,0.0025396347045898438,1.134378421291983,2150,1053,-1097,940,582,358,68,290,746,475,-2070,2105,35
13213,HighLife_L128_rho0.25,HighLife,128,0.25,4105,0.25054931640625,0.0030276142060756683,1.2397646894587238,2139,1019,-1120,925,580,345,46,299,725,459,-1988,2033,45
13214,HighLife_L128_rho0.25,HighLife,128,0.25,4088,0.24951171875,0.0029714107513427734,1.2990089738317852,2132,1037,-1095,898,564,334,44,290,704,450,-1988,2024,36
13215,HighLife_L128_rho0.25,HighLife,128,0.25,4200,0.25634765625,0.002763509750366211,1.155772288210911,2086,1032,-1054,837,521,316,34,282,692,455,-1820,1851,31
13216,HighLife_L128_rho0.25,HighLife,128,0.25,4096,0.25,0.003238677978515625,1.2965625835593717,2067,1050,-1017,817,503,314,50,264,636,426,-1709,1741,32
13217,HighLife_L128_rho0.25,HighLife,128,0.25,4005,0.24444580078125,0.002754833549261093,1.2147828972866506,2078,1010,-1068,867,536,331,63,268,662,420,-1846,1879,33
13218,HighLife_L128_rho0.25,HighLife,128,0.25,4063,0.24798583984375,0.0027644596993923187,1.1651558900405816,2089,1037,-1052,895,599,296,41,255,718,486,-1896,1940,44
13219,HighLife_L128_rho0.25,HighLife,128,0.25,4051,0.24725341796875,0.003220643848180771,1.2705707447086023,2123,1004,-1119,909,543,366,55,311,716,435,-2029,2062,33
13220,HighLife_L128_rho0.25,HighLife,128,0.25,4102,0.2503662109375,0.0025976747274398804,1.137771945203679,2126,1028,-1098,923,593,330,53,277,730,477,-2073,2103,30
13221,HighLife_L128_rho0.25,HighLife,128,0.25,4094,0.2498779296875,0.0026149600744247437,1.1821688452340124,2123,1033,-1090,871,516,355,56,299,668,429,-1968,2000,32
13222,HighLife_L128_rho0.25,HighLife,128,0.25,4071,0.24847412109375,0.00305229052901268,1.2687927700951696,2089,1014,-1075,875,565,310,34,276,702,446,-1979,2007,28
13223,HighLife_L128_rho0.25,HighLife,128,0.25,4059,0.24774169921875,0.002944614738225937,1.2901968808366944,2136,1055,-1081,909,543,366,61,305,697,450,-1999,2041,42
13224,HighLife_L128_rho0.25,HighLife,128,0.25,4126,0.2518310546875,0.0029415935277938843,1.2521332635612972,2138,1094,-1044,897,569,328,58,270,707,528,-1947,1984,37
13225,HighLife_L128_rho0.25,HighLife,128,0.25,4132,0.252197265625,0.002728402614593506,1.2000720940355767,2147,1002,-1145,882,545,337,42,295,711,474,-2046,2071,25
13226,HighLife_L128_rho0.25,HighLife,128,0.25,4206,0.2567138671875,0.003567442297935486,1.4012518774248743,2084,1031,-1053,857,512,345,44,301,676,429,-1884,1927,43
13227,HighLife_L128_rho0.25,HighLife,128,0.25,4056,0.24755859375,0.002877950668334961,1.2107817887659251,2120,1029,-1091,902,551,351,40,311,725,452,-2070,2101,31
13228,HighLife_L128_rho0.25,HighLife,128,0.25,4078,0.2489013671875,0.0027987807989120483,1.1873032451969374,2142,995,-1147,935,550,385,37,348,779,504,-2284,2316,32
13229,HighLife_L128_rho0.25,HighLife,128,0.25,4107,0.25067138671875,0.0025563500821590424,1.1826956154137989,2112,1024,-1088,888,545,343,39,304,704,438,-2014,2062,48
13230,HighLife_L128_rho0.25,HighLife,128,0.25,4046,0.2469482421875,0.0031168311834335327,1.301588063093257,2074,1023,-1051,879,552,327,34,293,708,441,-1963,1994,31
13231,HighLife_L128_rho0.25,HighLife,128,0.25,4120,0.25146484375,0.0027806758880615234,1.2562819007355501,2107,1004,-1103,895,573,322,28,294,720,460,-1957,1996,39
13232,HighLife_L128_rho0.25,HighLife,128,0.25,4182,0.2552490234375,0.002862080931663513,1.2049628010126514,2206,1093,-1113,954,562,392,61,331,753,489,-2158,2203,45
13233,HighLife_L128_rho0.25,HighLife,128,0.25,4151,0.25335693359375,0.002915557473897934,1.2250334661860875,2115,1030,-1085,836,509,327,44,283,661,436,-1773,1805,32
13234,HighLife_L128_rho0.25,HighLife,128,0.25,4116,0.251220703125,0.0025791525840759277,1.1474994336477573,2136,1010,-1126,904,556,348,54,294,709,435,-2003,2041,38
13235,HighLife_L128_rho0.25,HighLife,128,0.25,4079,0.24896240234375,0.0029619894921779633,1.2248960006645269,2076,1042,-1034,845,515,330,53,277,666,443,-1882,1919,37
13236,HighLife_L128_rho0.25,HighLife,128,0.25,4124,0.251708984375,0.002663552761077881,1.187574513515585,2151,1030,-1121,928,570,358,42,316,740,510,-2185,2232,47
13237,HighLife_L128_rho0.25,HighLife,128,0.25,4047,0.24700927734375,0.0033737383782863617,1.4161604809063322,2064,998,-1066,834,512,322,42,280,664,421,-1836,1868,32
13238,HighLife_L128_rho0.25,HighLife,128,0.25,3999,0.24407958984375,0.002563711255788803,1.219335811158933,2141,1025,-1116,910,558,352,56,296,711,435,-1944,1976,32
13239,HighLife_L128_rho0.25,HighLife,128,0.25,4133,0.25225830078125,0.0027863048017024994,1.2512366218682298,2148,1025,-1123,901,560,341,40,301,732,506,-2058,2095,37
13240,HighLife_L128_rho0.25,HighLife,128,0.25,4141,0.25274658203125,0.0029135607182979584,1.2414328534035826,2082,997,-1085,884,551,333,51,282,695,473,-1997,2027,30
13241,HighLife_L128_rho0.25,HighLife,128,0.25,4096,0.25,0.00305938720703125,1.2093036848984757,2070,1029,-1041,864,557,307,43,264,681,428,-1834,1861,27
13242,HighLife_L128_rho0.25,HighLife,128,0.25,4218,0.2574462890625,0.003187045454978943,1.3223609324842798,2055,1068,-987,856,538,318,39,279,673,446,-1887,1911,24
13243,HighLife_L128_rho0.25,HighLife,128,0.25,4059,0.24774169921875,0.003356602042913437,1.2938945108021207,2094,1047,-1047,853,520,333,44,289,668,445,-1869,1893,24
13244,HighLife_L128_rho0.25,HighLife,128,0.25,4146,0.2530517578125,0.0029070228338241577,1.2853368182044602,2087,1065,-1022,865,549,316,50,266,699,453,-1874,1908,34
13245,HighLife_L128_rho0.25,HighLife,128,0.25,3991,0.24359130859375,0.003311093896627426,1.2971151644679806,2065,1042,-1023,845,535,310,34,276,665,450,-1833,1864,31
13246,HighLife_L128_rho0.25,HighLife,128,0.25,4171,0.25457763671875,0.002612140029668808,1.1980634831575891,2094,1038,-1056,826,500,326,47,279,651,421,-1773,1803,30
13247,HighLife_L128_rho0.25,HighLife,128,0.25,4193,0.25592041015625,0.0029585324227809906,1.2290091427268535,2114,1068,-1046,890,547,343,35,308,732,449,-1935,1971,36
13248,HighLife_L128_rho0.25,HighLife,128,0.25,4085,0.24932861328125,0.0027508996427059174,1.1890752199600367,2139,993,-1146,949,573,376,47,329,755,499,-2244,2276,32
13249,HighLife_L128_rho0.25,HighLife,128,0.25,4074,0.2486572265625,0.002510175108909607,1.1565696344816212,2141,1063,-1078,881,554,327,54,273,666,439,-1808,1846,38
13250,HighLife_L128_rho0.25,HighLife,128,0.25,4050,0.2471923828125,0.0030019134283065796,1.2819882982122675,2112,1030,-1082,894,559,335,49,286,693,464,-2051,2079,28
13251,HighLife_L128_rho0.25,HighLife,128,0.25,4050,0.2471923828125,0.0033299773931503296,1.374809993852705,2085,1031,-1054,893,565,328,51,277,705,465,-2055,2089,34
13252,HighLife_L128_rho0.25,HighLife,128,0.25,3957,0.24151611328125,0.0023970864713191986,1.1652510421223436,2110,999,-1111,882,551,331,47,284,695,446,-2008,2046,38
13253,HighLife_L128_rho0.25,HighLife,128,0.25,4042,0.2467041015625,0.0025278180837631226,1.189317028291864,2147,1019,-1128,884,552,332,44,288,714,455,-1995,2039,44
13254,HighLife_L128_rho0.25,HighLife,128,0.25,3914,0.2388916015625,0.0022111982107162476,1.026905646317668,2091,1037,-1054,850,533,317,48,269,666,428,-1917,1941,24
13255,HighLife_L128_rho0.25,HighLife,128,0.25,4062,0.2479248046875,0.002601131796836853,1.1645541603491076,2119,1058,-1061,855,532,323,57,266,676,437,-1869,1893,24
13256,HighLife_L128_rho0.25,HighLife,128,0.25,3998,0.2440185546875,0.0029244273900985718,1.2767066955669293,2070,1048,-1022,845,526,319,27,292,687,447,-1872,1909,37
13257,HighLife_L128_rho0.25,HighLife,128,0.25,4082,0.2491455078125,0.0029098838567733765,1.191488593678244,2152,1026,-1126,908,577,331,47,284,719,472,-2042,2066,24
13258,HighLife_L128_rho0.25,HighLife,128,0.25,4101,0.25030517578125,0.003058340400457382,1.2414328534035826,2153,1037,-1116,916,578,338,57,281,711,488,-2036,2068,32
13259,HighLife_L128_rho0.25,HighLife,128,0.25,4110,0.2508544921875,0.002606615424156189,1.1157468383091809,2073,1059,-1014,836,516,320,31,289,670,432,-1826,1871,45
13260,HighLife_L128_rho0.25,HighLife,128,0.25,4119,0.25140380859375,0.00278371199965477,1.2212321186001762,2054,1032,-1022,832,517,315,39,276,678,446,-1841,1876,35
13261,HighLife_L128_rho0.25,HighLife,128,0.25,4020,0.245361328125,0.003114163875579834,1.3097783227358164,2087,1062,-1025,898,589,309,34,275,739,449,-1976,2014,38
13262,HighLife_L128_rho0.25,HighLife,128,0.25,4125,0.25177001953125,0.0031106136739253998,1.3335039354867264,2138,995,-1143,905,532,373,50,323,732,489,-2148,2175,27
13263,HighLife_L128_rho0.25,HighLife,128,0.25,4039,0.24652099609375,0.0027964673936367035,1.2168019509551038,2113,1032,-1081,882,563,319,50,269,694,443,-1905,1931,26
13264,HighLife_L128_rho0.25,HighLife,128,0.25,4157,0.25372314453125,0.0028404854238033295,1.2256390901478325,2130,1082,-1048,887,558,329,51,278,686,471,-1906,1947,41
13265,HighLife_L128_rho0.25,HighLife,128,0.25,4152,0.25341796875,0.0027463436126708984,1.1258296495762905,2116,1085,-1031,863,540,323,46,277,701,459,-1770,1818,48
13266,HighLife_L128_rho0.25,HighLife,128,0.25,4147,0.25311279296875,0.003359641879796982,1.3238059000339517,2114,1024,-1090,904,564,340,58,282,687,492,-1917,1955,38
13267,HighLife_L128_rho0.25,HighLife,128,0.25,4162,0.2540283203125,0.0028657764196395874,1.228871793759313,2075,988,-1087,864,535,329,48,281,678,459,-1909,1933,24
13268,HighLife_L128_rho0.25,HighLife,128,0.25,4163,0.25408935546875,0.0028414390981197357,1.2485019809769937,2122,1032,-1090,904,568,336,33,303,727,482,-2068,2108,40
13269,HighLife_L128_rho0.25,HighLife,128,0.25,4139,0.25262451171875,0.00306108221411705,1.2835813462800492,2094,1045,-1049,865,535,330,43,287,699,452,-1887,1924,37
13270,HighLife_L128_rho0.25,HighLife,128,0.25,4105,0.25054931640625,0.0027872882783412933,1.2427323365694465,2124,1065,-1059,884,557,327,58,269,660,434,-1836,1864,28
13271,HighLife_L128_rho0.25,HighLife,128,0.25,4095,0.24993896484375,0.0028181038796901703,1.1609602750310082,2171,975,-1196,988,582,406,53,353,800,520,-2262,2304,42
13272,HighLife_L128_rho0.25,HighLife,128,0.25,4094,0.2498779296875,0.002937301993370056,1.2677558525202726,2138,1069,-1069,899,556,343,42,301,730,480,-2016,2055,39
13273,HighLife_L128_rho0.25,HighLife,128,0.25,4144,0.2529296875,0.0030546188354492188,1.2152460033237935,2102,1066,-1036,902,575,327,43,284,709,471,-1977,2010,33
13274,HighLife_L128_rho0.25,HighLife,128,0.25,4170,0.2545166015625,0.003140076994895935,1.3409401586304097,2114,1027,-1087,885,532,353,52,301,717,494,-1850,1893,43
13275,HighLife_L128_rho0.25,HighLife,128,0.25,4154,0.2535400390625,0.002795085310935974,1.1985666948000218,2149,1035,-1114,944,581,363,35,328,757,511,-2132,2164,32
13276,HighLife_L128_rho0.25,HighLife,128,0.25,4218,0.2574462890625,0.002763614058494568,1.1798045930295527,2103,1058,-1045,866,536,330,54,276,679,443,-1815,1859,44
13277,HighLife_L128_rho0.25,HighLife,128,0.25,4144,0.2529296875,0.0028867721557617188,1.2601502698017468,2179,1008,-1171,957,609,348,42,306,776,537,-2277,2303,26
13278,HighLife_L128_rho0.25,HighLife,128,0.25,4146,0.2530517578125,0.0027201026678085327,1.1510621305064608,2068,1090,-978,841,534,307,38,269,669,441,-1788,1827,39
13279,HighLife_L128_rho0.25,HighLife,128,0.25,4151,0.25335693359375,0.0026580654084682465,1.1654565406203612,2069,1017,-1052,844,502,342,51,291,672,424,-1830,1871,41
13280,HighLife_L128_rho0.25,HighLife,128,0.25,4104,0.25048828125,0.0026204586029052734,1.1826956154137989,2105,1088,-1017,847,513,334,43,291,666,426,-1826,1858,32
13281,HighLife_L128_rho0.25,HighLife,128,0.25,4135,0.25238037109375,0.0031996332108974457,1.3283510277379762,2057,1075,-982,862,537,325,62,263,667,449,-1807,1859,52
13282,HighLife_L128_rho0.25,HighLife,128,0.25,4030,0.2459716796875,0.0030507892370224,1.3169128874962939,2097,982,-1115,886,561,325,42,283,707,455,-2044,2066,22
13283,HighLife_L128_rho0.25,HighLife,128,0.25,4095,0.24993896484375,0.0033636055886745453,1.3102129852150743,2115,1021,-1094,932,585,347,48,299,747,485,-2093,2136,43
13284,HighLife_L128_rho0.25,HighLife,128,0.25,4226,0.2579345703125,0.0026187747716903687,1.2027239291362257,2121,1101,-1020,891,557,334,45,289,699,480,-1978,2011,33
13285,HighLife_L128_rho0.25,HighLife,128,0.25,4152,0.25341796875,0.003225088119506836,1.2644804671721857,2125,1002,-1123,896,570,326,36,290,734,472,-2009,2041,32
13286,HighLife_L128_rho0.25,HighLife,128,0.25,4052,0.247314453125,0.0028252005577087402,1.2677558525202726,2136,1045,-1091,899,573,326,42,284,707,453,-1971,2008,37
13287,HighLife_L128_rho0.25,HighLife,128,0.25,4103,0.25042724609375,0.002882774919271469,1.1590012724202299,2096,1025,-1071,871,544,327,52,275,679,438,-1781,1824,43
13288,HighLife_L128_rho0.25,HighLife,128,0.25,4038,0.2464599609375,0.003020152449607849,1.2650345222044743,2120,1041,-1079,935,608,327,30,297,755,485,-2185,2217,32
13289,HighLife_L128_rho0.25,HighLife,128,0.25,4166,0.2542724609375,0.002470836043357849,1.0292954885249377,2100,1107,-993,895,563,332,59,273,701,465,-1907,1946,39
13290,HighLife_L128_rho0.25,HighLife,128,0.25,4103,0.25042724609375,0.003008659929037094,1.2330951276281144,2081,1013,-1068,893,584,309,33,276,698,459,-1960,1986,26
13291,HighLife_L128_rho0.25,HighLife,128,0.25,4040,0.24658203125,0.0028531551361083984,1.2228307338250577,2155,1074,-1081,919,558,361,56,305,730,506,-2098,2130,32
13292,HighLife_L128_rho0.25,HighLife,128,0.25,4135,0.25238037109375,0.0028944574296474457,1.2340348782611588,2114,1114,-1000,889,556,333,58,275,720,496,-1826,1865,39
13293,HighLife_L128_rho0.25,HighLife,128,0.25,4165,0.25421142578125,0.003034975379705429,1.2862209399766045,2126,1065,-1061,910,537,373,46,327,713,466,-2075,2109,34
13294,HighLife_L128_rho0.25,HighLife,128,0.25,3998,0.2440185546875,0.0025830119848251343,1.1761699711485984,2088,1024,-1064,858,549,309,49,260,669,455,-1864,1891,27
13295,HighLife_L128_rho0.25,HighLife,128,0.25,4016,0.2451171875,0.0029859542846679688,1.228871793759313,2074,1016,-1058,836,538,298,37,261,683,438,-1792,1829,37
13296,HighLife_L128_rho0.25,HighLife,128,0.25,4058,0.2476806640625,0.0028270334005355835,1.2320317902606281,2123,1040,-1083,893,565,328,36,292,718,456,-1965,1999,34
13297,HighLife_L128_rho0.25,HighLife,128,0.25,4055,0.24749755859375,0.0029301010072231293,1.160966369796961,2130,1076,-1054,901,548,353,63,290,703,466,-1934,1963,29
13298,HighLife_L128_rho0.25,HighLife,128,0.25,4162,0.2540283203125,0.0028314441442489624,1.225153069635462,2124,1047,-1077,907,550,357,44,313,722,461,-2004,2034,30
13299,HighLife_L128_rho0.25,HighLife,128,0.25,4081,0.24908447265625,0.0025216303765773773,1.154217380224149,2079,1080,-999,880,573,307,36,271,719,487,-1902,1937,35
13300,HighLife_L128_rho0.25,HighLife,128,0.25,4135,0.25238037109375,0.0027685724198818207,1.1708976789004912,2122,1084,-1038,929,545,384,52,332,762,471,-2043,2092,49
13301,HighLife_L128_rho0.25,HighLife,128,0.25,4191,0.25579833984375,0.0028684101998806,1.2655189934002555,2145,1090,-1055,939,564,375,57,318,732,500,-1911,1965,54
13302,HighLife_L128_rho0.25,HighLife,128,0.25,4046,0.2469482421875,0.0024072974920272827,1.2489863427563022,2133,1023,-1110,896,577,319,40,279,719,494,-2026,2057,31
13303,HighLife_L128_rho0.25,HighLife,128,0.25,4115,0.25115966796875,0.0029140375554561615,1.244558278560718,2084,1016,-1068,889,535,354,43,311,703,460,-2003,2031,28
13304,HighLife_L128_rho0.25,HighLife,128,0.25,4111,0.25091552734375,0.0027543269097805023,1.2439022977503218,2152,1020,-1132,924,556,368,58,310,745,492,-2110,2144,34
13305,HighLife_L128_rho0.25,HighLife,128,0.25,4079,0.24896240234375,0.0028780661523342133,1.1998161716215303,2090,1050,-1040,851,546,305,51,254,660,419,-1803,1847,44
13306,HighLife_L128_rho0.25,HighLife,128,0.25,4103,0.25042724609375,0.0035522542893886566,1.3888152931479887,2082,1016,-1066,842,540,302,35,267,681,434,-1900,1925,25
13307,HighLife_L128_rho0.25,HighLife,128,0.25,4096,0.25,0.0031795501708984375,1.3406580238068904,2094,1003,-1091,892,525,367,46,321,699,464,-2078,2101,23
13308,HighLife_L128_rho0.25,HighLife,128,0.25,4062,0.2479248046875,0.0027670711278915405,1.1815505951003828,2128,1029,-1099,908,557,351,49,302,706,453,-2078,2115,37
13309,HighLife_L128_rho0.25,HighLife,128,0.25,4143,0.25286865234375,0.002869006246328354,1.2136554743986179,2080,1049,-1031,862,532,330,53,277,679,454,-1899,1943,44
13310,HighLife_L128_rho0.25,HighLife,128,0.25,4160,0.25390625,0.0031147003173828125,1.2671120072783737,2150,1001,-1149,913,556,357,53,304,741,512,-2118,2159,41
13311,HighLife_L128_rho0.25,HighLife,128,0.25,4030,0.2459716796875,0.0029191821813583374,1.1996344063391404,2104,1043,-1061,884,555,329,62,267,657,444,-1899,1934,35
13312,HighLife_L128_rho0.25,HighLife,128,0.25,4038,0.2464599609375,0.0030068010091781616,1.2511161916975455,2082,1049,-1033,878,555,323,51,272,694,444,-1882,1925,43
13313,HighLife_L128_rho0.25,HighLife,128,0.25,4032,0.24609375,0.002635955810546875,1.1162595516394753,2153,997,-1156,934,585,349,42,307,757,462,-2182,2207,25
13314,HighLife_L128_rho0.25,HighLife,128,0.25,4057,0.24761962890625,0.002991732209920883,1.2686826143597265,2112,948,-1164,892,571,321,41,280,703,455,-1993,2020,27
13315,HighLife_L128_rho0.25,HighLife,128,0.25,4103,0.25042724609375,0.0029647909104824066,1.266124325568545,2122,1029,-1093,900,555,345,48,297,717,452,-1986,2025,39
13316,HighLife_L128_rho0.25,HighLife,128,0.25,4160,0.25390625,0.0032520294189453125,1.3190049483398014,2072,1054,-1018,842,544,298,45,253,643,428,-1810,1844,34
13317,HighLife_L128_rho0.25,HighLife,128,0.25,4081,0.24908447265625,0.0031281672418117523,1.2775729947492196,2061,1063,-998,786,515,271,44,227,627,405,-1578,1613,35
13318,HighLife_L128_rho0.25,HighLife,128,0.25,4003,0.24432373046875,0.003184523433446884,1.2872545010890906,2086,1034,-1052,847,537,310,43,267,665,433,-1809,1845,36
13319,HighLife_L128_rho0.25,HighLife,128,0.25,4081,0.24908447265625,0.00307285413146019,1.2501933429882566,2138,1072,-1066,913,564,349,46,303,732,451,-2007,2047,40
13320,HighLife_L128_rho0.25,HighLife,128,0.25,4008,0.24462890625,0.002908468246459961,1.258977182094639,2079,1035,-1044,890,547,343,43,300,707,454,-2001,2032,31
13321,HighLife_L128_rho0.25,HighLife,128,0.25,4166,0.2542724609375,0.003550395369529724,1.3640365207408516,2183,1027,-1156,976,566,410,66,344,792,533,-2272,2305,33
13322,HighLife_L128_rho0.25,HighLife,128,0.25,4101,0.25030517578125,0.0026787780225276947,1.2004167787597355,2139,1063,-1076,944,598,346,51,295,756,496,-2073,2098,25
13323,HighLife_L128_rho0.25,HighLife,128,0.25,4087,0.24945068359375,0.002613719552755356,1.1061469226274032,2119,1005,-1114,886,533,353,39,314,732,475,-1992,2023,31
13324,HighLife_L128_rho0.25,HighLife,128,0.25,4048,0.2470703125,0.0027494430541992188,1.1903313182787112,2123,1036,-1087,933,572,361,54,307,756,511,-2062,2093,31
13325,HighLife_L128_rho0.25,HighLife,128,0.25,4159,0.25384521484375,0.0030016861855983734,1.2228307338250577,2140,1024,-1116,881,531,350,45,305,717,470,-2002,2029,27
13326,HighLife_L128_rho0.25,HighLife,128,0.25,4093,0.24981689453125,0.0029592178761959076,1.22628084803859,2119,1032,-1087,904,520,384,67,317,696,454,-1953,1989,36
13327,HighLife_L128_rho0.25,HighLife,128,0.25,4092,0.249755859375,0.0026664137840270996,1.1287926510691388,2166,1043,-1123,900,551,349,44,305,707,468,-1985,2024,39
13328,HighLife_L128_rho0.25,HighLife,128,0.25,4064,0.248046875,0.0033130645751953125,1.269645525213895,2091,1041,-1050,865,552,313,46,267,687,446,-1983,2021,38
13329,HighLife_L128_rho0.25,HighLife,128,0.25,4066,0.2481689453125,0.0031895488500595093,1.2481902610319595,2102,1075,-1027,897,557,340,50,290,712,455,-1869,1925,56
13330,HighLife_L128_rho0.25,HighLife,128,0.25,3970,0.2423095703125,0.003105148673057556,1.2671120072783737,2074,991,-1083,866,547,319,41,278,683,428,-1876,1902,26
